Tên job,Tên Công ty,Mức lương,Thương lượng lương,Mô tả công việc,Cấp bậc,Yêu cầu công việc,Quyền lợi,Quy trình phỏng vấn,Công nghệ sử dụng,Cách thức ứng tuyển
Senior Mobile Developer (Flutter/IOS/Android/Dart),VUS - Anh Văn Hội Việt Mỹ,,1,"As senior mobile developer, you are responsible for building and shipping fully functional and seamless mobile application to VUS end-users by: (1) Working closely with other software engineers, product owners and designers to deliver quality products; (2) Actively researching and planning with the team to create intuitive user experiences, optimize features and ensure a high level of performance, quality, and responsiveness of the applications.",Senior,"TECHNICAL SKILLS REQUIREMENTS Strong knowledge of Dart Language, UIs, Bloc, DI, etc. Practitioner of SOLID principles and clean architecture for the project Profound experience in Flutter Package management, native supported Android/iOS Have a good foundation of Data Structures & Algorithms, OOP, OS, Databases, Networking, etc. Solid experience in performance optimization Handy Concurrency/Multithreading Programming Strong experience with Firebase (Crashlytics, FCM, Event Tracking, etc.) Good at problem-solving/troubleshooting and tackle problem Familiar with mobile game engines and development platforms. QUALIFICATIONS Bachelor’s degree in Computer science, Software development, Information technology, or experiences in other related fields, etc. From 3+ years of experience in Flutter mobile app development at software/digital product companies. Fluent in English for both writing and reading project documents, research materials, etc. ON YOU PERSONALITY: You are good at problem-solving and providing feedback through thoughtful asynchronous code reviews and direct in-person feedback for all-related matters within the agile project team. You are well-organized and actively document all necessary materials, learning notes about the software development process of yours and the team.","Lunch allowance Social insurance, PIT: VUS will cover - 100% NET salary 100% salary during probation period Annual leave: 12 days, plus 1 day with 3 years seniority Year-end bonus: according to personal performance and company performance English class scholarship at VUS 100% Annual health check People engagement/ team building activities",non-existent,"['Android', 'iOS', 'Flutter']",apply in https://topdev.vn/detail-jobs/224
Java Engineer,BStar Solutions,,1,"Collaborate with cross-functional teams to design and implement robust backend services. Employ modern Java technologies to improve system performance, security, and scalability. Maintain a clean codebase with adherence to industry best practices for upgradability and maintenance. Contribute to code reviews and apply debugging skills to ensure system reliability. Promote a team culture that values diversity, equity, inclusion, and respect.","Middle, Senior","Degree in Software Engineering, Information Technology, Computer Science or relevant. Minimum 3 years of experience with Java 8 or newer. Proficiency with Spring Framework (Spring, Spring Boot, Spring Security, Spring JPA, etc.). Solid experience with SQL databases. Excellent problem-solving skills and a passion for learning new technologies. Empathy, integrity, commitment, and respect in all interactions. Knowledge of testing methodologies and frameworks. Versed in version control (Git, SVN) is Plus.","Attractive income Pay your full salary in two months of probation. Review salary once per year. 12 days of annual leave Year-end bonus/ performance bonus based on the business performance. Birthday gift: 1.000.000 VND Social, Health and others Insurance are based on Labor Law and Health insurance PVI. Activities: Company Trip, Year End Party, Sport (football, badminton, running club…),  Christmas, Charity activities, … Good work environment and working in a professional, friendly, well-equipped environment. Chances to work in a big and global team, work directly with customers.","Round 1 : Phỏng vấn về Technical Round 2 : Phỏng vấn trao đổi về lương, phúc lợi và môi trường, văn hóa công ty","['Java', 'SQL', 'Spring']",apply in https://topdev.vn/detail-jobs/225
.NET Developer,FPT Software,,1,"Analyses process/program specifications & translate specifications to program codes, conforming to program guidelines and programming best practices Make changes to configurable items, which include hardware, software, documentation, etc. It covers configuration management planning, configuration identification, configuration controls & audits Develop unit test package, execute tests & document test results to ensure the quality of the program Assist in the integration testing, system testing, User Acceptance Test (UAT) & implementation activities to fix the reported problems/bugs of the system to ensure the smooth execution of programs in the production environment Investigate all reported problems/errors & initiate amendments & testing so that the system can operate correctly & efficiently Prepare & maintain up-to-date system documentation. Analyses functional requirements to translate into application design using established design methodologies and guidelines Ensure codes comply with NCS security guidelines Teamwork Work with team lead to ensure design and programmer codes conform to architecture and design standards, and that design satisfies functional and system requirements Participate in requirements gathering; work with Business Analysts in reviewing and refining functional specifications Participate in peer reviews to improve project quality","Middle, Senior","Job Qualifications >3 years of working experience in developing and delivering application software Possess initiative and disposition with a strong commitment and orientation towards results and high quality standards Strong problem-solving skills and ability to think out of the box Team player with strong communication and interpersonal skills Self-motivator with a positive attitude and with high energy Customer focused Proficient in written and spoken English Diploma/ Degree in Computer Science/ Computer Engineering/ Information Technology related field, or IT equivalent Skillset: NET Core with C# and ASP.NET Core Web API Apps, EF Core (Code First Deployment) Coverlet, FakeItEasy, and NUnit Confluent Cloud for Apache Kafka NuGet package manager SQL and relational DB concepts Swagger (e.g. Swashbuckle) Microservice development experience (Docker, containerization concept); Event-Driven Microservice architecture design (DDD, CQRS, Kafka) Azure experience (e.g. Azure Bastion, Azure Cache for Redis, Azure Application Insights, Azure Logic App, AKS, Azure Key Vault, Azure SQL Server, Azure • API Management, Azure policy) Thales Vormetric Istio General: Agile software development with Scrum Azure DevOps and Git OAuth2 / OIDC concepts (JWT, JWE, JWS concepts) Postman API client and test runner Static analysis tools (e.g. SonarQube) Unit testing, component testing and (basic) integration testing Data fabrication Data migration","Attractive Salary Package based on your competence plus Annual Bonus and Project Performance Bonus The opportunity to work onsite in Australia “FPT care” health insurance provided by Petrolimex (PJICO) and is exclusive for FPT employees. Excellent cost-free learning opportunities: Udemy Premium account, English class, sponsor for taking certification such as PMP, AWS, etc. Annual leave according to Labor Law and Company Policy Annual Summer Vacation support from 1 Million VND to 6 Million VND and up to 3 days off work 13th-month Salary Salary review according to Company Policy International, professional, dynamic and friendly working environment and culture Be part of a team in an international world-class company and exchange knowledge with technology specialists and experts from Australia’s leading insurance company",non-existent,"['C#', '.NET', 'DevOps']",apply in https://topdev.vn/detail-jobs/226
"Senior Back-end Developer (Golang, NodeJS)",VUS - Anh Văn Hội Việt Mỹ,,1,"Participate, or lead system design with peers to decide technology stacks. Design, develop backend logic and implement APIs. Write unit tests, integration tests and perform code review to ensure the quality and reliability of the backend codebase. Deploy, optimize applications for maximum speed, scalability, and security",Senior,"TECHNICAL SKILLS REQUIREMENTS Strong experience in programming language: Golang / Nodejs Strong database: postgresql / mysql, redis, mongodb Decent experience in message queues: pubsub, kafka, rabbitmq Familiar with Google Cloud Platform, CI/CD, SCM, Docker, Prometheus, Grafana, building and deploying infrastructure with cloud deployment technologies Ability to design and analyze using diagram, define process flow, design database Solid experience in scaling and optimizing system performance Advanced knowledge of complex software design, distributed system design, design patterns, data structures, algorithms and protocol Knowledge of integrating payment gateway is a BIG PLUS: e-wallets (Momo, Zalopay, etc.), internet banking, visa master, in-app purchase, etc. QUALIFICATION Bachelor’s degree in Computer science, Software development, Information technology or experiences in related fields, etc. From 3+ years of backend software development experience in software/digital product company Good knowledge in integrating and optimizing flow with mobile app and mobile games is a PLUS ON YOUR PERSONALITY Proactive, willingness to learn and possess excellent teamwork, problem-solving skills. You have a strong potential and desire to mentor, support other members to grow and supervise service quality. Well-organized and actively document all necessary materials, learning notes about software development process of yours and the team.","Lunch allowance Social insurance, PIT: VUS will cover - 100% NET salary 100% salary during probation period Annual leave: 12 days, plus 1 day with 3 years seniority Year-end bonus: according to personal performance and company performance English class scholarship at VUS 100% Annual health check People engagement/ team building activities",non-existent,"['NodeJS', 'Golang', 'Back-End']",apply in https://topdev.vn/detail-jobs/227
"Senior Full-stack (C#, .Net, Angular, English)",CÔNG TY TNHH MITEK VIỆT NAM,,1,"Full Stack Engineer Implement the CAD/Modeling Software Tool (similar with AutoCAD, Revit, …) Lead in designing, coding, testing, debugging, configuring, and documenting new software utilizing technologies for the project assigned. Work in an Agile software development environment (using Scrum) Refactor existing software. Able to independently design quality solutions for large features. Collaborate with Product Management, Software Quality Assurance, and other development teams to ensure that solutions are efficient, consistent and fulfill business needs. Training and Mentoring Junior Team Member",Senior,"Software Developer: 6-9+ years Bachelor or Engineer Major: Computer Science, Architecture, Structure Engineer PREFERRED SKILLS Microsoft Technology: C#, .NET Framework, .NET, MSSQL, WPF and other development tools and languages as required. WinForms Application Nice to have: Good at 2D or 3D mathematics, geometry calculation. Experience in AEC industry (Architecture, Engineering, Construction) Testing: Familiar with all test types. Familiar with Software Development Life Cycle (SDLC). Proficiency in English","From Monday to Friday International Travel opportunities 13th month and productivity bonus Free lunch, parking, uniforms Yearly company trip Healthcare insurance package 24/24 Personal Accident insurance Free English training programs (Cambridge English Scale) at office Continuing development of technical and soft skills through working and formal training Trade Union & Staff Social Club - Sport clubs (Yoga, Zumba, Swimming, Badminton, Football, Gym,...) Good working conditions and environment",non-existent,"['C#', '.NET', 'Angular']",apply in https://topdev.vn/detail-jobs/228
"Junior/Middle Full-stack (C#, .Net, Angular )",CÔNG TY TNHH MITEK VIỆT NAM,,1,"Full Stack Engineer Implement the CAD/Modeling Software Tool (similar with AutoCAD, Revit, …) Design, code, test and debug new software utilizing technologies for the project assigned. Work in an Agile software development environment (using Scrum) Participate in requirements reviews. Refactor existing software. Collaborate with Product Management, Software Quality Assurance, and other development teams to ensure that solutions are efficient, consistent and fulfills business needs.","Junior, Middle","Software Developer: 2-5 years Bachelor or Engineer Major: Computer Science, Architecture, Structure Engineer PREFERRED SKILLS Microsoft Technology: C#, .NET Framework, .NET, MSSQL, WPF and other development tools and languages as required. WinForms Application Nice to have: Good at 2D or 3D mathematics, geometry calculation. Experience in AEC industry (Architecture, Engineering, Construction) Testing: Familiar with all test types. Familiar with Software Development Life Cycle (SDLC). Proficiency in English","From Monday to Friday International Travel opportunities 13th month and productivity bonus Free lunch, parking, uniforms Yearly company trip Healthcare insurance package 24/24 Personal Accident insurance Free English training programs (Cambridge English Scale) at office Continuing development of technical and soft skills through working and formal training Trade Union & Staff Social Club - Sport clubs (Yoga, Zumba, Swimming, Badminton, Football, Gym,...) Good working conditions and environment",non-existent,"['C#', '.NET', 'Angular']",apply in https://topdev.vn/detail-jobs/229
Viettel Solution - Kỹ sư phát triển phần mềm (Junior Software Engineer),Viettel Group,,0,"Lập trình các chức năng được giao theo tài liệu giải pháp chi tiết Thực hiện coding theo tài liệu giải pháp Có thể giải đáp các vấn đề chuyên môn cho dev level thấp hơn. Viết và thực hiện unit test. Tối ưu hiệu năng chương trình Thực hiện upcode các yêu cầu nâng cấp theo quy trình và kịch bản có sẵn. Thực hiện các nhiệm vụ sửa lỗi được phát hiện trong quá trình phát triển và triển khai Tìm nguyên nhân lỗi các thành viên khác, khắc phục được lỗi trong quá trình triển khai, phát triển phần mềm. Hiểu và phân tích được logic các đoạn code theo nghiệp vụ của dự án.",Junior,"Tốt nghiệp loại Khá trở lên Đại học chính quy các chuyên ngành CNTT và Kỹ thuật liên quan và có ít nhất 2 năm kinh nghiệm. Nắm chắc các kiến thức cơ bản về máy tính, mạng máy tính, các hệ điều hành như Linux, Ubuntu, Windows Server... Thành thạo ít nhất 1 loại ngôn ngữ lập trình (Java, .Net, JavaScript, Python, PHP,...) Có kiến thức chuyên môn sâu về nguyên lý hệ điều hành và kiến trúc máy tính; cấu trúc dữ liệu và giải thuật. Có kiến thức nâng cao về lập trình hướng đối tượng... Nắm được cách xử lý đa ngôn ngữ, xử lý I/O cơ bản. Có khả năng sử dụng các công cụ phân tích log. Có khả năng đọc hiểu tài liệu tiếng Anh. Ưu tiên có chứng chỉ TOEIC, TOEFL hoặc IELTS tương đương với điểm TOEIC – 550 điểm trở lên.","Thu nhập hấp dẫn. Phụ cấp ăn trưa: 730.000 VNĐ/tháng. Điện thoại: 200.000 VNĐ/tháng. Chế độ thưởng theo quý, năm; tiền quà các ngày Lễ, Tết, ngày thành lập Tập đoàn; hỗ trợ chi phí nghỉ dưỡng hằng năm... Hưởng Bảo hiểm Xã hội, Bảo hiểm Y tế theo quy định của Luật Lao động và của Tập đoàn Bảo hiểm sức khỏe (Chi trả 100% theo thực tế phát sinh chi phí thuộc phạm vi bảo hiểm, Không vượt quá hạn mức bảo hiểm) Môi trường chuyên nghiệp, sáng tạo, cạnh tranh, phát triển, năng động có nhiều cơ hội thăng tiến. Cơ hội học tập, nghiên cứu, làm việc trong nước và các nước trên thế giới.","Round 1 : Test IQ, chuyên môn và ngoại ngữ Round 2 : Phỏng vấn trực tiếp với Tech Lead Round 3 : Phỏng vấn với Ban Tổng Giám đốc Tổng công ty nơi làm việc và thương lượng","['PHP', 'Java', '.NET']",apply in https://topdev.vn/detail-jobs/230
"Senior Security Engineer (Networking, Cloud)",CÔNG TY CỔ PHẦN NAM TRƯỜNG SƠN HÀ NỘI,,1,"Nghiên cứu, xây dựng, tư vấn và tối ưu các sản phẩm, giải pháp công ty phân phối; Triển khai giải pháp, hỗ trợ xử lý sự cố liên quan đến hệ thống của khách hàng; Các công việc khác liên quan đến chuyên môn an toàn thông tin, an ninh mạng.",Senior,"Tốt nghiệp các ngành học về Công nghệ thông tin, Điện tử viễn thông Có một trong các chứng chỉ quốc tế là lợi thế: CCNA, CCNP, MCSE, Vmware, Comtial Security +, CEH, CISSP, AWS security …` Có tối thiểu 3 năm kinh nghiệm triển khai các dự án, giải pháp liên quan: Các giải pháp bảo mật: Firewall, WAF, Web Proxy, IPS/IDS, Email Gateway, ATP … Hoặc Networking: Router, Switch Hoặc System: Windows Server, Microsoft AD, Email Exchange, Vmware, Linux, Cloud …","Mức lương cao, cạnh tranh phù hợp với năng lực. Lương điều chỉnh tăng ngay khi có sự tiến bộ về hiệu quả trong công việc. Thưởng hàng Quý và cuối năm theo thành tích cá nhân và theo kết quả hoạt động kinh doanh của cty. Thưởng trong các dịp lễ, tết, các ngày kỉ niệm của đất nước và ngày sinh nhật cty. Có lộ trình phát triển, cơ hội thăng tiến cho từng cá nhân Được đào tạo phát triển chuyên môn ở trong và ngoài nước Được học các kĩ năng mềm phát triển bản thân Công ty tài trợ học và thi các chứng chỉ chuyên ngành nâng cao trình độ Đầy đủ các chế độ theo Luật lao động hiện hành; Môi trường năng động, cởi mở, tạo điều kiện cho nhân viên phát triển kỹ năng và chuyên môn; Được đào tạo nâng cao trình độ chuyên môn và kỹ năng; Có cơ hội làm việc với các đối tác nước ngoài, khách hàng lớn;Chính sách phúc lợi theo quy định của Công ty đa dạng: Chăm sóc sức khỏe định kì hàng năm; Gói bảo hiểm sức khỏe chuyên biệt; có các hoạt động thể thao bổ trợ, có công đoàn chăm lo đời sống vật chất và tinh thần cho CBNV và Thân nhân; … Chế độ teambuilding, dã ngoại, du lịch, thể thao…;",non-existent,"['Cloud', 'Network', 'Security Engineer']",apply in https://topdev.vn/detail-jobs/231
Junior/Mid Mobile Developer (Flutter),Công ty Cổ phần Symper Việt Nam,,1,"Phân tích, thiết kế, viết tài liệu, xây dựng các module trên mobile trong Lowcode platform của SYMPER. Lên phương án, đề xuất giải pháp, phản biện các vấn đề kỹ thuật và nghiệp vụ. Review và phản biện giải pháp của các thành viên trong team. Lên kế hoạch và thực hiện theo sprint, tháng, quý trong năm. Theo dõi, tối ưu performance của ứng dụng Phát triển các tính năng khác trên Frontend Web (Vuejs, Typescript) hoặc Backend (Golang) dựa theo định hướng cá nhân.","Junior, Middle, Senior","Tốt nghiệp đại học đúng chuyên ngành CNTT Có từ 1 đến 3 năm kinh nghiệm trong phát triển ứng dụng mobile có người dùng thực tế. Có trên 1 năm kinh nghiệm làm việc với Flutter Đã từng có ít nhất 1 năm làm việc tại các công ty Product. Ưu tiên ứng viên yêu thích, có tư duy phát triển sản phẩm. Có kiến thức tốt về OOP Có kinh nghiệm trong việc phân tích yêu cầu, quản lý task cá nhân Đã làm việc trong môi trường Agile Có khả năng giao tiếp tốt bằng cả văn bản và lời nói Đã từng làm hoặc có mong muốn mở rộng kỹ năng với các công nghệ Vuejs, Typescript, Golang.","Mức lương hấp dẫn, tương xứng với năng lực. Tháng lương 13, Thưởng cuối năm (dựa trên thành tích công việc và tình hình kinh doanh của Công ty), Được hưởng đầy đủ các chế độ bảo hiểm theo quy định của Luật Lao động (BHXH, BHYT, BHTN) 12 ngày nghỉ phép năm, nghỉ các ngày lễ, Tết theo quy định của pháp luật. Tham gia các hoạt động nội bộ, hoạt động teambuilding, du lịch hàng năm của công ty.","Round 1 : Technical, Phỏng vấn trực tiếp với Tech Lead Round 2 : Cultural fit, Phỏng vấn với quản lý nhân sự","['Golang', 'Mobile', 'Flutter']",apply in https://topdev.vn/detail-jobs/232
SENIOR JAVA DEVELOPER,VIETCAP SECURITIES,,1,"Optimizing components for consistency and performance across systems. Collaborate with cross-functional teams to design, develop and ship new features. Optimize the system for reliability and performance. Fix bugs and improve the system. Write unit test code to prevent similar bugs Responsibility to resolve bugs as soon as possible. Provide methodology and metrics to monitor the system. Contribute knowledge to the technical team. Review and cross-review code with team members.",Senior,"Bachelor's degree in Computer Science or Software Engineering At least 4 years of software engineering experience in Java programming language (Spring, Springboot, Hibernate, jpa, etc.). Nice to have experience in Trading/Financial service/Banking domain. Good understanding and knowledge of OOP, data structure, design patterns and problemsolving. Experience building RESTFUL/JSON-based APIs Familiarity with Microservices architecture Experienced with RDBMS (PostgreSQL, MySQL, Oracle is a plus, etc.) Experienced with NoSQL (MongoDB, couchbase is a plus, etc.) Knowledge of caching data (in-memory caching, Redis, etc.) Understanding the basic services in a cloud environment (pub/sub, virtual machines, docker, Kubernetes...) Familiarity with Agile/Scrum methodology is added advantage Good communication and team work skills. Keen to learn new things at work. Nice to have: Cloud-native (GCP, AWS, etc.); CI/CD; Event store and stream-processing platform; Big-data or large-scale systems An ideal candidate is one who is proactive, has good communication skills, and is a good team player with a high level of responsibility","Competitive Income. Attractive Bonus’s Policy. Salary: attractive remuneration package. Opportunity for promotion and career development. Compulsory Insurance & full salary (Social Insurance, Health Insurance, Unemployment Insurance) based on the Labor Code and PVI premium health Insurance based on the Company & regulations. 11 Public holidays based on the Labor Code, 15-22 Annual leave days based on the Company & regulation, 5-year-employee has 1 more annual leave day. Company Team Building Trip every year. Participate in other Company activities: Sports, Family Day, Children & Day. Training sponsorship programs: Securities certificates, Soft skills, Technical skills. Professional and dynamic working environment. Working time: 5 days/week (Monday to Friday).",non-existent,"['Java', 'Back-End', 'Spring Boot']",apply in https://topdev.vn/detail-jobs/233
Senior Data Scientist (Service contract),TAPTAP,,1,"Participate in projects that may include customer behavior/segmentation, Purchase spending Levels, offer effectiveness, product level analysis, and customer experience analysis, all with a focus on customer retention, up-selling, and cross-selling. Apply advanced analytics techniques such as significance testing, multiple regression techniques, AB testing, and experimental design, etc. to support insights and analysis. Develop reports, charts, tables, and visualizations to support analytical insights and to effectively communicate recommended actions to leadership and business partners. Identify “pain points” within the business, analyze them, prepare data, and develop statistical models/ Machine learning algorithms/ other AI techniques. Perform tracking and optimization of implemented & operationalized models. Provide advanced analytics with a focus on forecasting future events and behaviors, enabling businesses to conduct what-if analyst",Senior,"Preferred degree in Business Analytics, Statistics, Mathematics, Computer Science, or related field. 4 – 5 years of relevant experience in Business Analytics, Machine Learning, Deep Learning, and Statistics. Required Technical Skills/Competencies: ClickHouse, SQL, Python, Relational Database Structures, Data Analytics/Data Mining Tools, PowerBI/Tableau, Microsoft Office, including Advanced Excel skills.","12 annual leaves Part of a pioneer team of a digital start-up with huge growth opportunities and strong backing from two organizations. Gathering activities on special occasions (Christmas, New Year, Women’s Day, etc.). Company trip and team-building activities. Snacks, tea, and coffee are ready to serve. A flexible environment with super fun and enthusiastic colleagues.",Round 1 : Interview with Head of Data Analysis Round 2 : Interview with CEO & BOD’s key Leader,"['SQL', 'Python', 'Business Analyst']",apply in https://topdev.vn/detail-jobs/234
FRONTEND DEVELOPER,VIETCAP SECURITIES,,1,"Develop responsive and user-friendly web interfaces using modern frontend frameworks such as ReactJS. Collaborate with backend developers to ensure seamless integration of frontend and backend components. Develop and maintain frontend components and libraries to ensure code reusability and scalability. Work closely with UX/UI designers to ensure that the user interface meets the requirements and design specifications. Write clean, well-documented, and maintainable code. Stay up-to-date with the latest frontend technologies and trends, and suggest improvements to the existing architecture and processes. Participate in code reviews, testing, and debugging to ensure high-quality deliverables.",Senior,"Bachelor's degree in Computer Science, Software Engineering, or a related field. Minimum 3 years of experience in web frontend development. Proficient in ReactJS or similar frontend frameworks. Strong understanding of web standards and best practices, including responsive design, crossbrowser compatibility, and accessibility. Experience with HTML, CSS, and JavaScript. Familiarity with version control tools such as Git. Experience with Agile development methodologies. Strong problem-solving and analytical skills, with the ability to debug and troubleshoot complex issues. Excellent communication and collaboration skills, with the ability to work effectively in a team environment. Nice to have: good English communication skills.","Working time: 5 days/week (Monday to Friday) Opportunity for promotion and career development Competitive Income Attractive Bonus Policy (Year-end bonus) Compulsory Insurances full salary (Social Insurance, Health Insurance, Unemployment  Insurance) based on the Labor Code and PVI premium health Insurance based on the  Company's regulations 11 Public holidays based on the Labor Code, 15 Annual leave days based on the Company's  regulation, 5-year-employee has 1 more annual leave day Company Team Building Trip every year Participate in other Company activities: Sports, Family Day, Children's Day Training sponsorship programs: Soft skills (Mindset Transformation), Technical skills (Cloud  Security, DevSecOps, Microsoft Azure) Professional and dynamic working environment.",non-existent,"['HTML', 'Front-End', 'ReactJS']",apply in https://topdev.vn/detail-jobs/235
Lập Trình Viên Java - Java Developer,Woori Bank,,1,"Phát triển hệ thống Core banking batch system của ngân hàng Phát triển màn hình và nghiệp vụ Mobile banking, Internet banking Phát triển API, tool theo yêu cầu công việc Giám sát, kiểm tra và khắc phục sự cố hệ thống ngân hàng.","Junior, Middle, Senior","Có kinh nghiệm trên 3 năm về phát triển liên quan tới Java, JSP, Javascript, Mybatics, JQuery Có kinh nghiệm sử dụng Rest API, Json, Jenkins Có kinh nghiệm trong các dự án sử dụng Spring Framework(MVC), Oracle DB, Linux(Unix) Có kiến thức về bảo mật thông tin và các biện pháp bảo vệ (JWT, SHA256....) Hiểu biết về caching,load balancing, proxy... Có kinh nghiệm làm việc với các hệ thống có lượng truy cập lớn Sử dụng tốt công cụ version control GIT Có kinh nghiệm làm việc trong lĩnh vực tài chính (ngân hàng, chứng khoản, bảo hiểm) Có kinh nghiệm phát triển và vận hành nghiệp vụ liên quan như payment Sử dụng thành thạo SQL Tốt nghiệp Đại học, chuyên ngành Kỹ sư phần mềm, kỹ sư máy tính hoặc liên quan.","Salary increase annually, promotion review twice per year Annual Healthcare check; Social Insurance as Vietnamese regulation; PTI Insurance Training Opportunities in Korea for outstanding Employees and Internal Training Annual Company Trip 12 days annual as Vietnamese regulations Monthly Transportation Allowance Mon - Fri (Morning: 8:30- 12:00, Afternoon: 13:00 - 17:30)",Round 1 : Phỏng vấn 1 vòng,"['Java', 'JavaScript', 'MVC', 'REST API', 'Oracle PL/SQL']",apply in https://topdev.vn/detail-jobs/236
[HN] Tester - Nhân Viên Kiểm Thử Phần Mềm,Tập Đoàn Công nghệ Quảng Ích,1******* - 2******* VND,0,"Lập test plan, viết test case, chuẩn bị dữ liệu và môi trường test. Thực hiện kiểm thử, phát hiện lỗi và phối hợp với các developer để sửa lỗi. Log bugs, đánh giá mức độ quan trọng và mức độ khẩn cấp của bug. Phân tích và theo dõi kết quả test, báo cáo kết quả test. Tham gia nghiên cứu và đề xuất các cải tiến các chức năng, quy trình kiểm thử sản phẩm. Phân tích nghiệp vụ và lập test case. Đào tạo, chuyển giao nghiệp vụ cho team CSKH và Vận hành ứng dụng.","Middle, Senior","Có từ 3 năm trở lên kinh nghiệm Tester. Nhanh nhẹn, chăm chỉ, khả năng học hỏi cao, và có trách nhiệm trong công việc. Nắm vững và hiểu biết sâu về quy trình Test, các kỹ thuật Testing. Có kinh nghiệm Test trên một trong các nền tảng các ứng dụng Web, Web Application, Mobile Application là một lợi thế. Có kỹ năng làm teamwork hoạt động đội nhóm tốt. Ưu tiên những ứng viên có kinh nghiệm làm việc với phần mềm có tính nghiệp vụ cao. Ưu tiên ứng viên có kỹ năng đào tạo.","Mức lương theo kinh nghiệm ứng viên: từ 13-20tr triệu/tháng. Phụ cấp ngoài lương: Ăn trưa, gửi xe... Được đóng bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế và các quyền lợi khác theo quy định của pháp luật. Thưởng tháng: căn cứ vào chính sách của phòng ban. Thưởng cuối năm: phụ thuộc vào hiệu quả công việc cá nhân, bộ phận và tình hình kinh doanh của công ty. Thưởng đột xuất (thưởng nóng) nếu có hoàn thành tốt KPI. Môi trường làm việc: Trẻ trung, năng động, được tạo điều kiện để phát huy tối đa năng lực, nhiều cơ hội thăng tiến. Xét nâng lương định kỳ 1 lần/ năm và đột xuất nếu hoàn thành xuất sắc công việc. Được xem xét tham gia chương trình ESOP để gắn bó lâu dài với công ty. Được hưởng các quyền lợi và chế độ theo luật định (nghỉ lễ, BHXH, BHYT…), chế độ phúc lợi hàng năm của công ty. Chế độ lương làm thêm giờ (OT) theo đúng quy định của pháp luật. Nghỉ mát tại khách sạn 5 sao",Round 1 : Phỏng vấn 1 vòng (trực tiếp/online),"['Tester', 'Manual Test']",apply in https://topdev.vn/detail-jobs/237
Senior Java Developer,WATA Software,,1,"Design and maintain large-scale web applications with a team in district 1. Domain: Fintech Interact with the product management team in understanding requirements and provide estimates, high level design, and detailed design for product and customer enhancements. Assist in establishing coding, software design approaches and standards, and following them. Design and develop core extensions to an innovative application framework. Meet customer commitments in delivering high quality code on or ahead of schedule. Stay up to date with technology advancement and ensure our product technology stack is optimized for strategic growth. Be a team player with the ability to collaborate idea sharing in a strong product setting. Adhering to Agile Sprints, Delivery Framework, and SDLC best practices.",Senior,"4+ years of experience in Java Application Development. Spring frameworks (Spring Boot, Spring integration, Spring Security). Demonstrated knowledge of Java, Web Services (RESTful, SOAP) and MySQL/PostgreSQL. Exposure to administering & consuming AWS services or other cloud platforms. Knowledge of Restful APIs, API gateways, preferable Apigee. Experience with cryptography and security. Familiar with a complex, high-performance platform. You are flexible, a team player, someone with an eye for detail. Able to take ownership and lead a project. Proficient in creating performant database queries and table structures. Bonus Points For: Payments or Financial Services industry experience. Experience building microservices and cloud-based applications. Automation testing, mock frameworks, performance testing. Cloud fundamental knowledge using any cloud providers like AWS, GCP and Azur Self-motivated: Motivating themselves to stay focused and on-task helps model that behavior for others on the team","Free snack-drink Competitive salary package with 13th monthly salary and a good long-term and performance bonus monthly and yearly. Support onsite fee with two way airline tickets if customer requires. 5 working days per week (Monday-Friday, 9AM - 6PM), to some extent flexible working hours. Friendly, professional and open working environment. Premium Health Insurance package for you Opportunities to improve English skills within an international team – English is an official language. Opportunities to gain hands-on experience in cutting-edge technologies You will become the key members of WATA as we WATA is growing faster and bigger now Guaranteed permanent employment and career development. Skills up plan with Tech talk, soft skill talk, English club, working process training. Company trip yearly",Round 1 : Phỏng vấn với HRM Round 2 : Phỏng vấn với Technical,"['Java', 'Spring', 'Spring Boot']",apply in https://topdev.vn/detail-jobs/238
